Frequency,Vout/Vin,Vin,Vout
629.491011,0.664387,0.065977,0.043835
635.416717,0.732706,0.066096,0.048429
641.341558,0.744353,0.066132,0.049225
647.264322,0.726116,0.06621,0.048076
653.191275,0.723247,0.066298,0.04795
659.113765,0.71843,0.066367,0.04768
665.036386,0.710073,0.06647,0.047198
670.960578,0.70376,0.066507,0.046805
676.884721,0.698667,0.066599,0.046531
682.812914,0.690599,0.066667,0.04604
688.736409,0.690542,0.066754,0.046096
694.662693,0.690193,0.066806,0.046109
700.590338,0.685252,0.066888,0.045835
706.513054,0.682644,0.066946,0.0457
712.438392,0.680944,0.067018,0.045636
718.3596,0.679616,0.067063,0.045577
724.281605,0.674951,0.067101,0.04529
730.207462,0.67418,0.067136,0.045262
736.12977,0.672884,0.067136,0.045175
742.054911,0.66836,0.067193,0.044909
747.980257,0.666998,0.06722,0.044835
753.905956,0.667662,0.06731,0.04494
759.828151,0.666869,0.067353,0.044915
765.752174,0.671401,0.06739,0.045246
771.675549,0.667416,0.067478,0.045036
777.603845,0.664231,0.067519,0.044848
783.529597,0.665042,0.067528,0.044909
789.451703,0.667266,0.067597,0.045105
795.380969,0.664075,0.06765,0.044925
801.30374,0.666582,0.067711,0.045135
807.229371,0.663348,0.067786,0.044966
813.155123,0.661385,0.067815,0.044852
819.076583,0.666428,0.067874,0.045233
825.008086,0.668639,0.067912,0.045409
830.930179,0.669241,0.067958,0.04548
836.85565,0.665628,0.068016,0.045273
842.780664,0.665966,0.068065,0.045329
848.704797,0.666705,0.068104,0.045405
854.629348,0.667607,0.06818,0.045517
860.552571,0.666905,0.06823,0.045503
866.47874,0.662291,0.068275,0.045218
872.401751,0.665006,0.068319,0.045433
878.329612,0.664601,0.068417,0.04547
884.252478,0.663742,0.068454,0.045436
890.179027,0.656786,0.068558,0.045028
896.105079,0.660422,0.068637,0.04533
902.02983,0.649214,0.068675,0.044585
907.958694,0.627749,0.068729,0.043145
913.883363,0.598448,0.068798,0.041172
919.811038,0.495595,0.06885,0.034122
925.734497,0.491676,0.068942,0.033897
931.660923,0.484743,0.069024,0.033459
937.588972,0.441822,0.069098,0.030529
943.512327,0.42784,0.069155,0.029587
949.434682,0.389043,0.069219,0.026929
955.360949,0.349782,0.069314,0.024245
961.285265,0.324471,0.069395,0.022517
967.209545,0.312743,0.069496,0.021734
973.131578,0.307007,0.069572,0.021359
979.056198,0.296561,0.069646,0.020654
984.988426,0.29071,0.069764,0.020281
990.911608,0.286031,0.069832,0.019974
996.834597,0.286957,0.069956,0.020074
1002.759758,0.301414,0.070006,0.021101
1008.684591,0.32932,0.07012,0.023092
1014.610069,0.363757,0.070227,0.025545
1020.532968,0.387332,0.070326,0.027239
1026.458334,0.413024,0.070464,0.029103
1032.385948,0.431911,0.070559,0.030475
1038.305131,0.449201,0.070668,0.031744
1044.23291,0.459964,0.070793,0.032562
1050.158656,0.468511,0.07094,0.033236
1056.081679,0.476133,0.071072,0.03384
1062.004001,0.484096,0.071172,0.034454
1067.930161,0.490622,0.071315,0.034989
1073.849501,0.498208,0.071425,0.035584
1079.777121,0.50435,0.071573,0.036098
1085.702137,0.510007,0.071711,0.036573
1091.625417,0.515546,0.07186,0.037047
1097.54995,0.520975,0.072,0.03751
1103.475089,0.526301,0.072179,0.037988
1109.39726,0.531502,0.072366,0.038462
1115.325692,0.536637,0.07251,0.038911
1121.246036,0.542132,0.072638,0.039379
1127.171077,0.54726,0.072805,0.039843
1133.095418,0.552531,0.07296,0.040313
1139.018193,0.557626,0.073118,0.040772
1144.945076,0.562827,0.073275,0.041241
1150.865075,0.567987,0.073459,0.041724
1156.791087,0.572975,0.073642,0.042195
1162.716449,0.57814,0.073798,0.042665
1168.640786,0.583043,0.074004,0.043147
1174.567215,0.588394,0.074134,0.04362
1180.492771,0.593617,0.074302,0.044107
1186.416288,0.598417,0.07451,0.044588
1192.343893,0.603325,0.074712,0.045076
1198.266784,0.608451,0.074892,0.045568
1204.189465,0.613279,0.075106,0.046061
1210.119817,0.618091,0.075316,0.046552
1216.044646,0.622878,0.075532,0.047047
1221.967485,0.627658,0.075733,0.047535
1227.889603,0.632163,0.075993,0.04804
1233.81397,0.636658,0.076258,0.048551
1239.743935,0.641275,0.07651,0.049064
1245.669024,0.645771,0.076759,0.049569
1251.591843,0.650436,0.077005,0.050087
1257.521717,0.65457,0.077298,0.050597
1263.445859,0.658985,0.077575,0.051121
1269.370586,0.66306,0.077881,0.05164
1275.296641,0.667714,0.078121,0.052163
1281.224759,0.672083,0.078397,0.05269
1287.15097,0.676312,0.078696,0.053223
1293.073749,0.681041,0.078941,0.053762
1298.996431,0.685684,0.07918,0.054292
1304.923337,0.690152,0.079463,0.054841
1310.846726,0.694886,0.079714,0.055392
1316.770812,0.699376,0.079977,0.055934
1322.694333,0.703615,0.08028,0.056486
1328.620337,0.707943,0.080574,0.057042
1334.549406,0.712078,0.08089,0.0576
1340.474495,0.716314,0.081197,0.058162
1346.397039,0.720235,0.081528,0.058719
1352.321732,0.72425,0.081863,0.059289
1358.248131,0.728165,0.082197,0.059853
1364.172105,0.732328,0.0825,0.060417
1370.094824,0.736469,0.082814,0.06099
1376.017698,0.740553,0.083128,0.061561
1381.944222,0.744625,0.083444,0.062134
1387.870051,0.748307,0.083815,0.062719
1393.791873,0.75211,0.084163,0.0633
1399.718277,0.755816,0.084526,0.063886
1405.643515,0.759602,0.084868,0.064466
1411.565077,0.763113,0.085246,0.065052
1417.494257,0.766743,0.08561,0.065641
1423.418701,0.769953,0.086018,0.06623
1429.349306,0.773543,0.086382,0.066821
1435.271463,0.77678,0.086785,0.067412
1441.195547,0.780026,0.087189,0.068009
1447.128251,0.783714,0.087539,0.068605
1453.049577,0.786616,0.087966,0.069195
1458.97164,0.789756,0.088366,0.069788
1464.89682,0.792494,0.088789,0.070365
1470.82102,0.795823,0.089174,0.070967
1476.750214,0.798855,0.089605,0.071582
1482.673476,0.802175,0.089986,0.072185
1488.60009,0.804964,0.090425,0.072789
1494.526477,0.808031,0.090834,0.073397
1500.452232,0.810853,0.091262,0.074
1506.374372,0.813524,0.091702,0.074602
1512.299598,0.816172,0.092175,0.075231
1518.221681,0.81888,0.092622,0.075846
1524.150536,0.821292,0.093073,0.076441
1530.07445,0.824229,0.093477,0.077047
1535.998701,0.825959,0.093974,0.077618
1541.924323,0.828549,0.094406,0.07822
1547.849066,0.830688,0.094878,0.078814
1553.771056,0.832673,0.095346,0.079392
1559.693035,0.834512,0.095826,0.079968
1565.617852,0.835964,0.096327,0.080526
1571.546738,0.837648,0.09681,0.081093
1577.465487,0.839315,0.097285,0.081653
1583.39181,0.840742,0.097793,0.082219
1589.320024,0.841917,0.098304,0.082763
1595.245117,0.84308,0.098797,0.083294
1601.168063,0.843996,0.099328,0.083832
1607.097573,0.845208,0.099848,0.084392
1613.02137,0.846013,0.100394,0.084935
1618.947843,0.84645,0.100944,0.085444
1624.870707,0.84635,0.101567,0.085962
1630.792969,0.846452,0.102163,0.086476
1636.719762,0.84644,0.102776,0.086994
1642.639704,0.845399,0.103439,0.087447
1648.563744,0.844722,0.104105,0.08794
1654.490581,0.843309,0.104837,0.08841
1660.412278,0.84234,0.105533,0.088895
1666.333831,0.840915,0.106264,0.089359
1672.256563,0.838918,0.107034,0.089793
1678.178342,0.836851,0.107811,0.090221
1684.103092,0.835027,0.108575,0.090663
1690.027649,0.929631,0.098001,0.091104
